"File_220518_105221 - RawData"
"Wavelength nm."	"Abs."
1015.40	0.34320
1015.60	0.34311
1015.80	0.34303
1016.00	0.34297
1016.20	0.34289
1016.40	0.34277
1016.60	0.34268
1016.80	0.34262
1017.00	0.34257
1017.20	0.34252
1017.40	0.34245
1017.60	0.34241
1017.80	0.34235
1018.00	0.34230
1018.20	0.34227
1018.40	0.34224
1018.60	0.34220
1018.80	0.34216
1019.00	0.34215
1019.20	0.34213
1019.40	0.34210
1019.60	0.34209
1019.80	0.34209
1020.00	0.34207
1020.20	 
1020.40	 
1020.60	 
1020.80	 
1021.00	 
1021.20	 
1021.40	 
1021.60	 
1021.80	 
1022.00	 
1022.20	 
1022.40	 
1022.60	 
1022.80	 
1023.00	 
1023.20	 
1023.40	 
1023.60	 
1023.80	 
1024.00	 
1024.20	 
1024.40	 
1024.60	 
1024.80	 
1025.00	 
1025.20	 
1025.40	 
1025.60	 
1025.80	 
1026.00	 
1026.20	 
1026.40	 
1026.60	 
1026.80	 
1027.00	 
1027.20	 
1027.40	 
1027.60	 
1027.80	 
1028.00	 
1028.20	 
1028.40	 
1028.60	 
1028.80	 
1029.00	 
1029.20	 
1029.40	 
1029.60	 
1029.80	 
1030.00	 
